url,id,crawled,status,crawlingDate
https://nhadatvui.vn/hem-4m-1-sec-chu-van-an-4-x-12m-7-ty-400-2pn-binh-thanh1657451405,1657451405,0,available,
https://nhadatvui.vn/nha-truong-quoc-dung-3-3-x-9m-30m2-2-lau-4-1-ty-phu-nhuan1657450229,1657450229,0,available,
https://nhadatvui.vn/can-ban-nha-khu-vuc-tay-mo-nam-tu-liem-noi-that-co-ban-nhieu-tien-ich1657450139,1657450139,0,available,
https://nhadatvui.vn/chien-thang-yen-son-luc-nam-155m2-193m2-gia-6xx1657449900,1657449900,0,available,
https://nhadatvui.vn/nha-dep-huynh-van-banh-4-x-14m-2-lau-chi-8ty-700-phu-nhuan1657448379,1657448379,0,available,
https://nhadatvui.vn/ban-nha-cau-giay-ngo-thong-thoang-38m2-3-5-ty1657448160,1657448160,0,available,
https://nhadatvui.vn/can-ban-gap-nha-3-tang-le-van-viet-q9-gia-3-ty-5-hem-o-to-6m-50m2-1657446539,1657446539,0,available,
https://nhadatvui.vn/nha-dep-nguyen-van-dau-3-5-x-14m-2-lau-6-ty-400-binh-thanh1657446130,1657446130,0,available,
https://nhadatvui.vn/-tan-phu-nha-dep-hem-4m-4-x-18m-4-lau-7-ty-500-cao-van-ngoc1657445351,1657445351,0,available,
https://nhadatvui.vn/can-ban-gap-1306-7m-gia-ngop-470-trieu-1657442735,1657442735,0,available,
https://nhadatvui.vn/ban-nha-ba-dinh-50m2-16-ty-noi-that-lung-linh1657442442,1657442442,0,available,
https://nhadatvui.vn/-binh-thanh-hem-4m-69-no-trang-long-4-x-15m-3-lau-chi-8-4-ty1657441616,1657441616,0,available,
https://nhadatvui.vn/ban-can-1pn-toa-s5-full-noi-that-view-thoang1657441443,1657441443,0,available,
https://nhadatvui.vn/chinh-chu-can-ban-nha-10m-ra-mat-tien-hxh-ngang-8m-ham-ho-1654676235,1654676235,0,available,
https://nhadatvui.vn/chinh-chu-can-ban-tp-thu-duc-xe-hoi-vao-nha-148m2-5x30-7-2-ty-gap-ban-1654758081,1654758081,0,available,
https://nhadatvui.vn/chu-ngop-bank-nha-dep-thu-duc-btct-gara-xe-hoi-128m2-ngang-8m-be-the-nhinh-9-ty-1655169518,1655169518,0,available,
https://nhadatvui.vn/chinh-chu-can-ban-tp-thu-duc-chu-ngop-bank-70m2-hxh-5-tang-btct-chac-chan-8-5-ty-xoan-ban-1654848080,1654848080,0,available,
https://nhadatvui.vn/chu-gap-ban-hem-can-bo-noi-that-900tr-xe-hoi-thong-ban-co-4-tang-day-du-gop-lua-1655612124,1655612124,0,available,
https://nhadatvui.vn/chu-ngop-bank-nha-tuong-lai-ra-mat-tien-70m2-hxh-gap-ban-chi-5-1-ty-1655862717,1655862717,0,available,
https://nhadatvui.vn/nha-dep-1-lau-tan-ky-tan-quy-hem-xh-3-5-x-10m-chi-4-4-ty-bot1657439609,1657439609,0,available,
https://nhadatvui.vn/chuyen-noi-o-nen-can-ban-gap-lo-dat-sao-giap-kcn1657439375,1657439375,0,available,
https://nhadatvui.vn/ban-dat-rieng-chinh-chu-so-ki-ban-truc-tiep-vinh-loc-b-binh-chanh-tp-hcm1657439144,1657439144,0,available,
https://nhadatvui.vn/ban-gap-nha-pho-tran-xuan-soan-39m-4t-gan-pho-thoang-2-mat1657412870,1657412870,0,available,
https://nhadatvui.vn/cuc-hiem-lo-goc-32m-4t-pho-kim-nguu-ngo-rong-3m-chi-voi-4-5-ty1657349827,1657349827,0,available,
https://nhadatvui.vn/ban-gap-nha-mat-pho-truong-dinh-kinh-doanh-thang-may-gia-nhinh-13-ty1657438654,1657438654,0,available,
https://nhadatvui.vn/ban-can-ho-chung-cu-thanh-xuan-198-nguyen-tuan-107m2-3-ngu-2-wc-gia-3-35-ty-1657438089,1657438089,0,available,
https://nhadatvui.vn/ban-nha-rieng-dien-tich-su-dung-48m2-tai-quan-11-tp-hcm1657437128,1657437128,0,available,
https://nhadatvui.vn/-phu-nhuan-hem-244-huynh-van-banh-4-x-15m-3-lau-chi-8-7-ty1657437015,1657437015,0,available,
https://nhadatvui.vn/nha-dep-1-lau-phan-chu-trinh-hem-xh-3-5-x-10m-chi-5-2-ty-bot1657436327,1657436327,0,available,
https://nhadatvui.vn/-tan-phu-hem-193-le-trong-tan-4-x-15m-3-lau-chi-7-4-ty1657435184,1657435184,0,available,
https://nhadatvui.vn/nha-dep-hem-55-3m-thanh-my-4-x-12m-2-lau-6-2-ty-tan-binh1657434388,1657434388,0,available,
https://nhadatvui.vn/ban-nha-ba-dinh-ngo-515-hoang-hoa-tham-28m2-ngo-thong-gia-2-85-ty-1657432247,1657432247,0,available,
https://nhadatvui.vn/-tan-phu-nha-dep-hem-4m-4-x-18m-4-lau-7-ty-500-luy-bach-bich1657432225,1657432225,0,available,
https://nhadatvui.vn/can-ho-chung-cu-cao-cap-homestay-tai-tp-quy-nhon1657432047,1657432047,0,available,
https://nhadatvui.vn/nha-dep-nguyen-thuong-hien-4-x-12m-2-lau-6-2-ty-binh-thanh1657431940,1657431940,0,available,
https://nhadatvui.vn/ban-nha-le-trong-tan-dien-tich-92m2-5-tang-gia-7-ty-5001657430743,1657430743,0,available,
https://nhadatvui.vn/-phu-nhuan-nha-dep-4-x-18m-4-lau-9-ty-500-nguyen-dinh-chinh1657428404,1657428404,0,available,
https://nhadatvui.vn/-phu-nhuan-hem-151-huynh-van-banh-4-x-15m-3-lau-chi-9-4-ty1657427963,1657427963,0,available,
https://nhadatvui.vn/chinh-chu-ban-nha-rieng-so-do-truong-dinh-hoang-mai-ha-noi1657427479,1657427479,0,available,
https://nhadatvui.vn/-binh-thanh-hem-220-hoang-hoa-tham-4-x-15m-3-lau-chi-8-4-ty1657426899,1657426899,0,available,
https://nhadatvui.vn/tret-lau-5x30-150m2-voi-dien-tich-san-len-den-163m2-sat-canh-ubnd-xa-loc-phu1657249829,1657249829,0,available,
https://nhadatvui.vn/ban-nha-dep-pham-huy-thong-4-x-14m-3-lau-5-3-ty-go-vap1657425509,1657425509,0,available,
https://nhadatvui.vn/nha-hxh-nguyen-van-luong-quan-6-74m2-11ty-thuong-luong-1657425355,1657425355,0,available,
https://nhadatvui.vn/nha-sec-hem-lac-long-quan-3-5-x-14m-2-lau-5-ty-400-tan-binh1657423739,1657423739,0,available,
https://nhadatvui.vn/chinh-chu-can-ban-lo-dat-ven-song-thuong-canh-khu-cong-nghiep-my-thai1657423584,1657423584,0,available,
https://nhadatvui.vn/ban-nha-dat-67m2-ngay-quan-binh-thanh-gan-ngay-q11657423332,1657423332,0,available,
https://nhadatvui.vn/hem-4m-1-sec-nguyen-sy-sach-4-x-12m-7-ty-400-2pn-tan-binh1657422964,1657422964,0,available,
https://nhadatvui.vn/re-qua-ban-nha-mat-pho-tam-khuong-ton-that-tung-90m2-mt8m-chi-24-ty-5001657422081,1657422081,0,available,
https://nhadatvui.vn/tinh-lo-10-cau-xang-binh-chanh-tphcm-dien-tich-45m2-1657421518,1657421518,0,available,
https://nhadatvui.vn/ba-n-da-t-k1-khu-do-thi-mo-i-tha-nh-pho-phan-rang-tha-p-cha-m-ninh-thua-n1657421464,1657421464,0,available,
https://nhadatvui.vn/dat-100-tho-cu-gan-vinhome-ocen-park-gia-lam-ha-noi1657421380,1657421380,0,available,
https://nhadatvui.vn/nha-dep-hem-4m-rong-4-dai-12-nguyen-van-sang-5-9-ty-tan-phu1657421142,1657421142,0,available,
https://nhadatvui.vn/ban-lo-dat-khu-j-gan-cho-trong-khu-do-thi-my-phuoc-31657421085,1657421085,0,available,
https://nhadatvui.vn/nhanh-tay-hot-ngay-lo-dat-vang-tai-loc-khanh1657420430,1657420430,0,available,
https://nhadatvui.vn/hem-dep-tran-huu-trang-3-5-x-13m-nha-dep-chi-5-7-ty-phu-nhuan1657420190,1657420190,0,available,
https://nhadatvui.vn/ban-dat-chinh-chu-so-san-duong-rong-12m-100m-tho-cu1657419957,1657419957,0,available,
https://nhadatvui.vn/nha-hem-235-vuon-lai-chinh-chu-ban-nhe-1657419636,1657419636,0,available,
https://nhadatvui.vn/ban-ccmn-minh-khai-dep-thoang-nong-62m2-11-ty-5001657419115,1657419115,0,available,
https://nhadatvui.vn/-tan-phu-nha-dep-hem-bo-bao-tan-thang-4-x-12m-5-2-ty-2-lau1657418869,1657418869,0,available,
https://nhadatvui.vn/can-ban-lo-dat-150m2-doi-dien-truong-hoc-thpt-thcs1657418431,1657418431,0,available,
https://nhadatvui.vn/ban-dat-nen-co-so-san-tang-nha-nghi-duong-gia-950-tieu1657418084,1657418084,0,available,
https://nhadatvui.vn/dat-nen-loc-nam-hill-mua-dat-tang-nha-so-hong-sang-ten-trong-ngay1657417996,1657417996,0,available,
https://nhadatvui.vn/can-sang-cho-ai-co-nhu-cau-mua-de-o-dau-tu-kinh-doanh-buon-ban-xay-nha-tro-1657417767,1657417767,0,available,
https://nhadatvui.vn/nha-dep-4-x-12m-chi-8-ty-700-hem-5m-phan-dang-luu-phu-nhuan1657417696,1657417696,0,available,
https://nhadatvui.vn/can-ban-dat-2-mat-tien-so-hong-rieng-quan-121657417428,1657417428,0,available,
https://nhadatvui.vn/khu-do-thi-sinh-thai-moi-phia-dong-sai-gon-aquacity-1657416552,1657416552,0,available,
https://nhadatvui.vn/nha-dep-nguyen-van-dau-4-x-12m-2-lau-chi-6-2-ty-binh-thanh1657416177,1657416177,0,available,
https://nhadatvui.vn/-phu-nhuan-vi-tri-dep-4-x-18m-4-lau-9-ty-300-huynh-van-banh1657414749,1657414749,0,available,
https://nhadatvui.vn/ban-gap-nha-pho-tran-xuan-soan-39m-4t-gan-pho-thoang-2-mat1657412720,1657412720,0,available,
https://nhadatvui.vn/can-ban-nha-le-van-sy-phu-nhuan-hxh-5m-ngang-6m-5-lau-gia-9-ty-1657410110,1657410110,0,available,
https://nhadatvui.vn/hot-hot-nha-ban-dien-tich-lon-62m2-ngay-cho-vai-tan-binh-tb-p7-gia-chi-7-5-ty1657392608,1657392608,0,available,
https://nhadatvui.vn/chi-tiet-ban-gap-chcc-170-de-la-thanh-gp-building-142m2-3n-full-nt-gia-5-ty1657388325,1657388325,0,available,
https://nhadatvui.vn/can-ho-mat-bien-cao-cap-homestay-tai-tp-quy-nhon1657384911,1657384911,0,available,
https://nhadatvui.vn/ket-tien-can-ban-lo-dat-tho-cu-chinh-chu1657381645,1657381645,0,available,
https://nhadatvui.vn/ban-nha-mat-tien-lanh-binh-thang-quan-11-gia-13-ty-con-thuong-luong-1657381566,1657381566,0,available,
https://nhadatvui.vn/ban-nha-le-trong-tan-quan-tan-phu-gia-7-9-ty-81m2-con-thuong-luong-1657379673,1657379673,0,available,
https://nhadatvui.vn/chinh-chu-can-von-ban-gap-3-lo-dat-tai-san-bay-ho-tram-ba-ria-gia-cam-ket-thap-nhat-khu-vuc-1657377270,1657377270,0,available,
https://nhadatvui.vn/so-huu-ngay-1-lo-dat-nen-thanh-hoa-voi-gia-sieu-re-chi-2xx-trieu1657374451,1657374451,0,available,
https://nhadatvui.vn/ban-dat-mat-tien-ql55b-tan-nghia-ham-tan-6x44m-gia-3-ty1657373902,1657373902,0,available,
https://nhadatvui.vn/ba-n-bie-t-thu-go-va-p-4-ta-ng-ngang-8m-gia-chi-7-5-ty-1657373757,1657373757,0,available,
